char,hskLevels,pinyin,hanViet,meaningShortVi,radicalStatus,radicalForm,radicalNameVi,strokeCount,formationTypeVi,formationStatus,componentCount,relatedWordCount,sentenceCount,pdfCandidatePages,qualityStatus,missing
一,"1,2,3",yī,Nhất,một,verified,一,Bộ Nhất,,,not-available,0,20,12,464,PASS,"hasStrokeCount,hasComponents,hasFormationType"
七,"1,2,3",qī,Thất,bảy,not-found,,,,,not-available,0,6,6,643,PARTIAL,"hasRadical,hasStrokeCount,hasComponents,hasFormationType"
三,"1,2,3",sān,Tam,ba,not-found,,,,,not-available,0,8,12,590,PARTIAL,"hasRadical,hasStrokeCount,hasComponents,hasFormationType"
上,"1,2",shàng,Thượng,trên,verified,一,Bộ Nhất,3,,not-available,0,20,12,709,PASS,"hasComponents,hasFormationType"
下,"1,3",xià,Hạ,sau,verified,一,Bộ Nhất,3,,not-available,0,20,12,248,PASS,"hasComponents,hasFormationType"
不,1,bù,Bất,không,verified,一,Bộ Nhất,4,,not-available,0,20,12,40,PASS,"hasComponents,hasFormationType"
东,"1,3",dōng,Hốc / Đông,đông,not-found,,,,,not-available,0,10,12,221,PARTIAL,"hasRadical,hasStrokeCount,hasComponents,hasFormationType"
丢,"1,3",diū,Điêu,"đánh rơi, mất",verified,一,Bộ Nhất,6,hội ý,needs-review,2,6,4,,PASS,hasPdfCandidate
两,"1,2,3",liǎng,Lưỡng,hai,not-found,,,,,not-available,0,7,12,,PARTIAL,"hasRadical,hasStrokeCount,hasComponents,hasFormationType,hasPdfCandidate"
个,"1,2,3",gè,Cá,"miếng, đơn vị",not-found,,,,,not-available,0,9,12,60,PARTIAL,"hasRadical,hasStrokeCount,hasComponents,hasFormationType"
中,1,zhōng,Trung,trong,verified,丨,"Bộ Thụ, Cổn",4,,not-available,0,20,12,616,PASS,"hasComponents,hasFormationType"
九,"1,2,3",jiǔ,Cửu,chín,not-found,,,,,not-available,0,6,6,152,PARTIAL,"hasRadical,hasStrokeCount,hasComponents,hasFormationType"
也,"1,2,3",yě,Dã,cũng,not-found,,,,,not-available,0,6,12,,PARTIAL,"hasRadical,hasStrokeCount,hasComponents,hasFormationType,hasPdfCandidate"
书,"1,3",shū,Thư,sách,verified,聿,Bộ Duật,,hình thanh,source-backed,2,10,12,"402,696",PASS,hasStrokeCount
买,"1,2",mǎi,Mãi,mua,verified,网,Bộ Võng,6,,not-available,2,6,12,385,PASS,hasFormationType
了,"1,2",le,Liễu,"trợ từ ""le""",not-found,,,2,,not-available,0,10,12,,PARTIAL,"hasRadical,hasComponents,hasFormationType,hasPdfCandidate"
事,1,shì,Sự,việc,verified,亅,Bộ Quyết,8,,not-available,2,16,12,,PASS,"hasFormationType,hasPdfCandidate"
二,"1,2,3",èr,Nhì,hai,verified,二,Bộ Nhị,,,not-available,0,7,12,"470,616",PASS,"hasStrokeCount,hasComponents,hasFormationType"
五,"1,2,3",wǔ,Ngũ,năm,not-found,,,,,not-available,0,9,12,444,PARTIAL,"hasRadical,hasStrokeCount,hasComponents,hasFormationType"
些,"1,3",xiē,Ta,một vài,not-found,此,,,hội ý,needs-review,2,6,12,,PARTIAL,"hasRadical,hasStrokeCount,hasPdfCandidate"
人,"1,3",rén,Nhân,người,verified,人,Bộ Nhân,2,,not-available,0,20,12,455,PASS,"hasComponents,hasFormationType"
从,"1,2",cóng,Tòng,từ,not-found,,,,,not-available,0,8,12,744,PARTIAL,"hasRadical,hasStrokeCount,hasComponents,hasFormationType"
他,"1,2,3",tā,Tha,anh ấy,verified,亻,Bộ Nhân,,hình thanh,source-backed,2,6,12,,PASS,"hasStrokeCount,hasPdfCandidate"
们,1,men,Món,một hậu tố chỉ số nhiều,verified,亻,Bộ Nhân,5,hình thanh,source-backed,2,7,12,,PASS,hasPdfCandidate
件,"1,2,3",jiàn,Kiện,"cái, chiếc",verified,亻,Bộ Nhân,,hội ý,needs-review,2,8,12,,PASS,"hasStrokeCount,hasPdfCandidate"
会,"1,2,3",huì,Hội,có thể,verified,人,Bộ Nhân,6,,not-available,0,20,12,,PASS,"hasComponents,hasFormationType,hasPdfCandidate"
伞,"1,3",sǎn,Tàn,cái ô,verified,人,Bộ Nhân,6,,not-available,0,6,5,,PASS,"hasComponents,hasFormationType,hasPdfCandidate"
住,"1,3",zhù,Trú,"Sống, cư trú",verified,亻,Bộ Nhân,,hình thanh,reviewed,2,9,12,,PASS,"hasStrokeCount,hasPdfCandidate"
你,"1,2,3",nǐ,Nể,bạn,verified,亻,Bộ Nhân,,hình thanh,source-backed,2,6,12,,PASS,"hasStrokeCount,hasPdfCandidate"
倒,"1,2",dǎo,Đảo,"ngã, đổ",verified,亻,Bộ Nhân,10,hình thanh,source-backed,2,6,7,,PASS,hasPdfCandidate
借,"1,2,3",jiè,Tá,"vay, mượn",verified,亻,Bộ Nhân,10,hình thanh,source-backed,2,6,1,,PASS,hasPdfCandidate
做,"1,2",zuò,,làm,verified,亻,Bộ Nhân,11,hội ý,needs-review,2,9,12,,PASS,"hasHanViet,hasPdfCandidate"
元,"1,3",yuán,Nguyên,nhân dân tệ,not-found,,,,,not-available,0,6,5,445,PARTIAL,"hasRadical,hasStrokeCount,hasComponents,hasFormationType"
先,"1,3",xiān,Tiên,trước,verified,止,Bộ Chỉ,,,not-available,2,7,12,716,PASS,"hasStrokeCount,hasFormationType"
八,"1,2,3",bā,Bát,tám,verified,八,Bộ Bát,,,not-available,0,6,12,34,PASS,"hasStrokeCount,hasComponents,hasFormationType"
六,"1,2,3",liù,Lục,sáu,not-found,,,,,not-available,0,6,9,372,PARTIAL,"hasRadical,hasStrokeCount,hasComponents,hasFormationType"
关,"1,3",guān,Quan,đóng,verified,門,Bộ Môn,,hình thanh,source-backed,2,11,12,,PASS,"hasStrokeCount,hasPdfCandidate"
再,"1,2,3",zài,Tái,lại,verified,二,Bộ Nhị,,,not-available,1,7,12,,PASS,"hasStrokeCount,hasFormationType,hasPdfCandidate"
写,"1,3",xiě,Tả,viết,verified,冖,Bộ Mật,5,,not-available,2,6,12,,PASS,"hasFormationType,hasPdfCandidate"
冷,"1,2",lěng,Lạnh,lạnh,verified,冫,Bộ Băng,7,hình thanh,source-backed,2,7,12,,PASS,hasPdfCandidate
几,"1,2,3",jǐ,Kỉ,bao nhiêu,verified,几,Bộ Kỷ,,,not-available,0,6,12,,PASS,"hasStrokeCount,hasComponents,hasFormationType,hasPdfCandidate"
出,"1,2,3",chū,Xuất,ra ngoài,verified,止,Bộ Chỉ,,,not-available,2,20,12,831,PASS,"hasStrokeCount,hasFormationType"
分,"1,2,3",fēn,Phân,sự khác biệt,verified,八,Bộ Bát,4,,not-available,2,16,12,498,PASS,hasFormationType
刚,"1,2,3",gāng,,vừa mới,verified,刂,Bộ Đao,6,hình thanh,source-backed,2,6,3,,PASS,"hasHanViet,hasPdfCandidate"
别,"1,2,3",bié,Biết,đừng,not-found,冎,,,,not-available,0,12,12,,PARTIAL,"hasRadical,hasStrokeCount,hasComponents,hasFormationType,hasPdfCandidate"
到,"1,2,3",dào,Đáo,đến,verified,至,Bộ Chí,,hình thanh,source-backed,2,20,12,,PASS,"hasStrokeCount,hasPdfCandidate"
刻,"1,2,3",kè,Khắc,một phần tư,verified,刂,Bộ Đao,8,hình thanh,source-backed,2,6,12,,PASS,hasPdfCandidate
前,"1,3",qián,Tiền,trước,verified,止,Bộ Chỉ,9,,not-available,2,15,12,,PASS,"hasFormationType,hasPdfCandidate"
动,"1,2",dòng,Động,di chuyển,verified,力,Bộ Lực,6,,not-available,2,20,12,,PASS,"hasFormationType,hasPdfCandidate"
包,"1,2,3",bāo,Bao,gói,not-found,,,,,not-available,0,10,12,30,PARTIAL,"hasRadical,hasStrokeCount,hasComponents,hasFormationType"
北,1,běi,,bắc,verified,人,Bộ Nhân,5,,not-available,2,8,12,35,PASS,"hasHanViet,hasFormationType"
医,1,yī,Y,"y, chữa bệnh",verified,酉,Bộ Dậu,,hình thanh,source-backed,2,7,12,836,PASS,hasStrokeCount
十,"1,2,3",shí,Thập,mười,verified,十,Bộ Thập,,,not-available,0,10,12,641,PASS,"hasStrokeCount,hasComponents,hasFormationType"
千,"1,2,3",qiān,Thiên,Ngàn,verified,一,Bộ Nhất,,hình thanh,source-backed,2,6,11,616,PASS,hasStrokeCount
半,"1,3",bàn,Bán,nửa,verified,八,Bộ Bát,,,not-available,2,7,12,28,PASS,"hasStrokeCount,hasFormationType"
卖,"1,2,3",mài,Mại,bán,not-found,出,,,hình thanh,source-backed,2,7,8,386,PARTIAL,"hasRadical,hasStrokeCount"
南,"1,2",nán,Nam,nam,not-found,,,,,not-available,0,8,12,426,PARTIAL,"hasRadical,hasStrokeCount,hasComponents,hasFormationType"
去,"1,2,3",qù,Khứ,đi,verified,大,Bộ Đại,,,not-available,2,10,12,329,PASS,"hasStrokeCount,hasFormationType"
又,"1,2,3",yòu,Lại,một lần nữa,verified,又,Bộ Hựu,2,,not-available,0,5,6,313,PASS,"hasComponents,hasFormationType"
口,"1,2,3",kǒu,Khẩu,miệng,verified,口,Bộ Khẩu,,,not-available,0,13,12,,PASS,"hasStrokeCount,hasComponents,hasFormationType,hasPdfCandidate"
只,"1,2,3",zhǐ,Chỉ,chỉ,not-found,,,,,not-available,0,7,12,,PARTIAL,"hasRadical,hasStrokeCount,hasComponents,hasFormationType,hasPdfCandidate"
叫,"1,2",jiào,Khiếu,gọi,verified,口,Bộ Khẩu,5,hình thanh,source-backed,2,7,12,,PASS,hasPdfCandidate
可,"1,3",kě,Khả,nhưng,verified,口,Bộ Khẩu,5,,not-available,2,13,12,,PASS,"hasFormationType,hasPdfCandidate"
右,"1,2,3",yòu,Hữu,phải,verified,口,Bộ Khẩu,,,not-available,2,6,12,310,PASS,"hasStrokeCount,hasFormationType"
号,1,hào,Hiệu,ngày,verified,口,Bộ Khẩu,5,hình thanh,source-backed,2,7,12,,PASS,hasPdfCandidate
吃,"1,2,3",chī,Khật,ăn,verified,口,Bộ Khẩu,,hình thanh,source-backed,2,8,12,,PASS,"hasStrokeCount,hasPdfCandidate"
后,1,hòu,Hậu,sau,verified,口,Bộ Khẩu,6,,not-available,0,15,12,,PASS,"hasComponents,hasFormationType,hasPdfCandidate"
吐,1,tù,Thổ,nôn,verified,口,Bộ Khẩu,6,hình thanh,source-backed,2,6,6,674,PASS,
吗,"1,2,3",ma,Mửa,một từ nghi vấn,verified,口,Bộ Khẩu,,hình thanh,source-backed,2,2,12,,PASS,"hasStrokeCount,hasPdfCandidate"
吧,"1,2,3",ba,Và,ba,verified,口,Bộ Khẩu,7,hình thanh,source-backed,2,6,12,,PASS,hasPdfCandidate
听,"1,3",tīng,Thính,nghe,verified,口,Bộ Khẩu,,hình thanh,source-backed,2,14,12,,PASS,"hasStrokeCount,hasPdfCandidate"
呀,1,ya,Nhá,tiếng thán từ 'ya',verified,口,Bộ Khẩu,7,hình thanh,source-backed,2,3,7,,PASS,hasPdfCandidate
呢,"1,2,3",ne,Nài,"một hạt cho câu hỏi đặc biệt, thay thế hoặc tu từ",verified,口,Bộ Khẩu,,hình thanh,source-backed,2,6,7,,PASS,"hasStrokeCount,hasPdfCandidate"
和,1,hé,Hoà,và,verified,口,Bộ Khẩu,8,hình thanh,source-backed,2,8,12,269,PASS,
哪,"1,2,3",nǎ,Ná,nào?,verified,口,Bộ Khẩu,,hình thanh,source-backed,2,7,12,,PASS,"hasStrokeCount,hasPdfCandidate"
唱,1,chàng,Xướng,hát,verified,口,Bộ Khẩu,11,hình thanh,source-backed,2,6,12,,PASS,hasPdfCandidate
啊,"1,2,3",a,À,a,verified,口,Bộ Khẩu,,hình thanh,source-backed,2,2,0,,PARTIAL,"hasStrokeCount,hasSentences,hasPdfCandidate"
啦,1,la,,trợ từ 'la',verified,口,Bộ Khẩu,11,hình thanh,source-backed,2,6,0,,PARTIAL,"hasHanViet,hasSentences,hasPdfCandidate"
喂,"1,3",wèi,Ỏi,alo,verified,口,Bộ Khẩu,12,hình thanh,source-backed,2,3,5,,PASS,hasPdfCandidate
喝,"1,2,3",hē,Hát,uống,verified,口,Bộ Khẩu,,hình thanh,source-backed,2,7,12,,PASS,"hasStrokeCount,hasPdfCandidate"
四,"1,2,3",sì,Tứ,bốn,not-found,,,,,not-available,0,9,12,790,PARTIAL,"hasRadical,hasStrokeCount,hasComponents,hasFormationType"
回,"1,2,3",huí,Hồi,trở về,not-found,,,,,not-available,0,8,12,289,PARTIAL,"hasRadical,hasStrokeCount,hasComponents,hasFormationType"
困,"1,3",kùn,Khốn,mệt mỏi,verified,囗,Bộ Vi,7,hội ý,needs-review,2,6,12,,PASS,hasPdfCandidate
国,1,guó,Quốc,quốc gia,verified,囗,Bộ Vi,8,,not-available,0,19,12,551,PASS,"hasComponents,hasFormationType"
在,1,zài,Tại,"ở, tại",verified,土,Bộ Thổ,6,hình thanh,source-backed,2,7,12,,PASS,hasPdfCandidate
地,"1,2,3",de,Địa,trợ từ,verified,土,Bộ Thổ,,hình thanh,source-backed,2,17,12,202,PASS,hasStrokeCount
场,"1,2",chǎng,Trường,"một từ dùng đo lường cho trò chơi, trận đấu thể thao, cảnh",verified,土,Bộ Thổ,6,hình thanh,source-backed,2,17,12,,PASS,hasPdfCandidate
坏,"1,2,3",huài,Hoại,xấu,verified,土,Bộ Thổ,,,not-available,2,7,12,277,PASS,"hasStrokeCount,hasFormationType"
坐,"1,2,3",zuò,,ngồi,verified,人,Bộ Nhân,7,,not-available,3,7,12,741,PASS,"hasHanViet,hasFormationType"
块,"1,2,3",kuài,Khối,nhân dân tệ,verified,土,Bộ Thổ,,hình thanh,source-backed,2,7,12,,PASS,"hasStrokeCount,hasPdfCandidate"
堵,1,dǔ,,chặn lại,verified,土,Bộ Thổ,12,hình thanh,source-backed,2,6,3,,PASS,"hasHanViet,hasPdfCandidate"
外,"1,2,3",wài,Ngoại,ngoại quốc,verified,卜,Bộ Bốc,,hình thanh,source-backed,2,18,12,,PASS,"hasStrokeCount,hasPdfCandidate"
多,"1,2,3",duō,Đa,nhiều,not-found,,,,,not-available,0,9,12,187,PARTIAL,"hasRadical,hasStrokeCount,hasComponents,hasFormationType"
够,"1,2",gòu,,đủ,verified,夂,Bộ Tuy,11,hình thanh,source-backed,2,6,11,,PASS,"hasHanViet,hasPdfCandidate"
大,"1,2,3",dà,Đại,lớn,verified,大,Bộ Đại,,,not-available,0,20,12,,PASS,"hasStrokeCount,hasComponents,hasFormationType,hasPdfCandidate"
天,1,tiān,Thiên,ngày,not-found,◎,,,,not-available,2,20,12,"72,664",PARTIAL,"hasRadical,hasStrokeCount,hasFormationType"
太,"1,3",tài,Thái,quá,verified,大,Bộ Đại,,,not-available,1,9,12,,PASS,"hasStrokeCount,hasFormationType,hasPdfCandidate"
头,"1,2,3",tóu,Đầu,đầu,verified,豆,Bộ Đậu,5,,not-available,2,14,12,,PASS,"hasFormationType,hasPdfCandidate"
女,"1,2,3",nǚ,Nữa,nữ,verified,女,Bộ Nữ,,,not-available,0,10,12,487,PASS,"hasStrokeCount,hasComponents,hasFormationType"
奶,1,nǎi,Nái,sữa,verified,女,Bộ Nữ,8,hình thanh,source-backed,2,7,12,,PASS,hasPdfCandidate
她,"1,2,3",tā,,cô ấy,verified,女,Bộ Nữ,,hình thanh,source-backed,2,1,12,,PASS,"hasHanViet,hasStrokeCount,hasPdfCandidate"
好,"1,2,3",hǎo,Háo,tốt,verified,女,Bộ Nữ,,hội ý,needs-review,2,20,12,255,PASS,hasStrokeCount
姓,"1,2,3",xìng,Tính,họ,verified,女,Bộ Nữ,8,hình thanh,source-backed,2,6,10,737,PASS,
字,"1,3",zì,Tự,chữ,verified,宀,Bộ Miên,,hình thanh,source-backed,2,9,12,,PASS,"hasStrokeCount,hasPdfCandidate"
学,1,xué,Học,học,verified,子,"Bộ Tử, Tý",8,,not-available,3,20,12,282,PASS,hasFormationType
它,"1,2,3",tā,,nó,not-found,,,,,not-available,0,3,3,,PARTIAL,"hasHanViet,hasRadical,hasStrokeCount,hasComponents,hasFormationType,hasPdfCandidate"
完,"1,2,3",wán,Hoàn,hoàn thành,verified,宀,Bộ Miên,7,hình thanh,source-backed,2,6,12,,PASS,hasPdfCandidate
室,"1,3",shì,Thất,phòng,verified,宀,Bộ Miên,9,hình thanh,source-backed,2,7,8,644,PASS,
家,"1,2,3",jiā,Gia,"gia đình, nhà",verified,宀,Bộ Miên,,hình thanh,source-backed,2,20,12,230,PASS,hasStrokeCount
寄,1,jì,Gửi,gửi,verified,宀,Bộ Miên,11,hình thanh,source-backed,2,6,4,,PASS,hasPdfCandidate
对,"1,2,3",duì,Đối,đối với,verified,又,Bộ Hựu,,,not-available,2,13,12,,PASS,"hasStrokeCount,hasFormationType,hasPdfCandidate"
小,"1,2,3",xiǎo,Tiểu,nhỏ,verified,小,Bộ Tiểu,,,not-available,0,20,12,,PASS,"hasStrokeCount,hasComponents,hasFormationType,hasPdfCandidate"
少,"1,3",shǎo,Thiểu,ít,not-found,,,,,not-available,0,10,12,,PARTIAL,"hasRadical,hasStrokeCount,hasComponents,hasFormationType,hasPdfCandidate"
就,"1,2,3",jiù,,ngay lập tức,not-found,京,,,hình thanh,source-backed,2,6,12,,PARTIAL,"hasHanViet,hasRadical,hasStrokeCount,hasPdfCandidate"
山,"1,2,3",shān,Sơn,núi,verified,山,Bộ Sơn,3,,not-available,0,10,12,,PASS,"hasComponents,hasFormationType,hasPdfCandidate"
岁,1,suì,,tuổi,verified,山,Bộ Sơn,6,,not-available,2,6,12,,PASS,"hasHanViet,hasFormationType,hasPdfCandidate"
左,"1,2,3",zuǒ,Tả,trái,verified,工,Bộ Công,,,not-available,2,6,12,581,PASS,"hasStrokeCount,hasFormationType"
差,"1,2,3",chà,Sai,khác nhau,verified,麥,Bộ Mạch,,,not-available,2,6,10,,PASS,"hasStrokeCount,hasFormationType,hasPdfCandidate"
带,"1,2,3",dài,Đai,"mang, mang theo",verified,巾,Bộ Cân,11,,not-available,0,6,12,,PASS,"hasComponents,hasFormationType,hasPdfCandidate"
帮,"1,2,3",bāng,,giúp,verified,巾,Bộ Cân,9,hình thanh,source-backed,2,6,12,,PASS,"hasHanViet,hasPdfCandidate"
常,"1,3",cháng,Thường,thường,verified,巾,Bộ Cân,11,hình thanh,source-backed,2,11,12,,PASS,hasPdfCandidate
干,"1,3",gān,Can,khô,verified,干,Bộ Can,,,not-available,0,9,12,69,PASS,"hasStrokeCount,hasComponents,hasFormationType"
年,"1,2",nián,Nên,năm,verified,禾,Bộ Hòa,6,,not-available,2,20,12,478,PASS,hasFormationType
床,"1,2",chuáng,Sàng,giường,verified,木,Bộ Mộc,,hình thanh,source-backed,2,7,12,559,PASS,hasStrokeCount
店,"1,2",diàn,Điếm,cửa hàng,verified,广,Bộ Nghiễm,8,hình thanh,source-backed,2,6,12,,PASS,hasPdfCandidate
度,"1,2",dù,Độ,độ,verified,又,Bộ Hựu,9,hình thanh,source-backed,2,10,12,,PASS,hasPdfCandidate
开,"1,2,3",kāi,Khai,lái xe,verified,門,Bộ Môn,,,not-available,3,20,12,314,PASS,"hasStrokeCount,hasFormationType"
张,"1,3",zhāng,Trương,một từ để đo các vật phẳng,verified,弓,Bộ Cung,,hình thanh,source-backed,2,6,12,,PASS,"hasStrokeCount,hasPdfCandidate"
待,1,dāi,Đãi,ở lại,verified,彳,Bộ Xích,9,hình thanh,source-backed,2,6,12,,PASS,hasPdfCandidate
很,"1,2,3",hěn,,rất,verified,彳,Bộ Xích,,hình thanh,source-backed,2,0,12,258,PARTIAL,"hasHanViet,hasStrokeCount,hasRelatedWords"
得,"1,2,3",děi,Đắc,"phải, cần",verified,彳,Bộ Xích,,,not-available,3,15,12,,PASS,"hasStrokeCount,hasFormationType,hasPdfCandidate"
忘,"1,2",wàng,Vong,quên,verified,心,Bộ Tâm,7,hình thanh,source-backed,2,6,12,,PASS,hasPdfCandidate
忙,"1,2,3",máng,Mang,bận,verified,忄,Bộ Tâm,,hình thanh,source-backed,2,6,12,388,PASS,hasStrokeCount
快,"1,2,3",kuài,Khoái,nhanh,verified,忄,Bộ Tâm,,hình thanh,source-backed,2,11,12,,PASS,"hasStrokeCount,hasPdfCandidate"
怕,"1,2,3",pà,,sợ,verified,忄,Bộ Tâm,8,hình thanh,source-backed,2,6,4,488,PASS,hasHanViet
您,"1,3",nín,,Ngài,verified,心,Bộ Tâm,,hình thanh,source-backed,2,1,12,,PASS,"hasHanViet,hasStrokeCount,hasPdfCandidate"
想,"1,3",xiǎng,Tưởng,nghĩ,verified,心,Bộ Tâm,,hình thanh,source-backed,2,9,12,,PASS,"hasStrokeCount,hasPdfCandidate"
慢,"1,2,3",màn,Mạn,chậm,verified,忄,Bộ Tâm,,hình thanh,source-backed,2,6,12,,PASS,"hasStrokeCount,hasPdfCandidate"
懂,"1,2,3",dǒng,,"hiểu, biết",verified,忄,Bộ Tâm,15,hình thanh,source-backed,2,6,0,,PARTIAL,"hasHanViet,hasSentences,hasPdfCandidate"
我,"1,2,3",wǒ,Ngã,tôi,verified,戈,Bộ Qua,,,not-available,1,6,12,427,PASS,"hasStrokeCount,hasFormationType"
手,"1,2",shǒu,Thủ,tay,verified,手,Bộ Thủ,,,not-available,0,15,12,,PASS,"hasStrokeCount,hasComponents,hasFormationType,hasPdfCandidate"
才,"1,2,3",cái,Tài,chỉ,not-found,,,3,,not-available,0,6,12,,PARTIAL,"hasRadical,hasComponents,hasFormationType,hasPdfCandidate"
打,"1,2",dǎ,Đả,chơi,verified,扌,Bộ Thủ,5,hình thanh,source-backed,2,20,12,188,PASS,
找,"1,2,3",zhǎo,Quơ,tìm kiếm,verified,扌,Bộ Thủ,,hình thanh,source-backed,2,6,12,,PASS,"hasStrokeCount,hasPdfCandidate"
拿,"1,2,3",ná,Nã,"lấy, giữ, mang",not-found,合,,,hội ý,needs-review,2,6,12,,PARTIAL,"hasRadical,hasStrokeCount,hasPdfCandidate"
挤,1,jǐ,,chật chội,verified,扌,Bộ Thủ,10,hình thanh,source-backed,2,6,6,,PASS,"hasHanViet,hasPdfCandidate"
挺,"1,2,3",tǐng,,khá,verified,扌,Bộ Thủ,12,hình thanh,source-backed,2,7,0,,PARTIAL,"hasHanViet,hasSentences,hasPdfCandidate"
换,"1,2,3",huàn,,đổi,verified,扌,Bộ Thủ,12,hình thanh,source-backed,2,6,4,,PASS,"hasHanViet,hasPdfCandidate"
接,"1,2,3",jiē,Tiếp,đón,verified,扌,Bộ Thủ,,hình thanh,source-backed,2,9,12,,PASS,"hasStrokeCount,hasPdfCandidate"
提,"1,2",tí,Đề,cầm,verified,扌,Bộ Thủ,12,hình thanh,source-backed,2,10,12,,PASS,hasPdfCandidate
改,"1,2",gǎi,,"thay đổi, sửa đổi",verified,攵,Bộ Phộc,7,hình thanh,source-backed,2,6,12,63,PASS,hasHanViet
放,"1,2,3",fàng,Phóng,đặt,verified,攵,Bộ Phộc,,hình thanh,source-backed,2,10,12,,PASS,"hasStrokeCount,hasPdfCandidate"
教,"1,2,3",jiāo,Giáo,giảng dạy,verified,攵,Bộ Phộc,,hình thanh,source-backed,2,16,12,242,PASS,hasStrokeCount
斤,"1,2,3",jīn,Cân,cân,verified,斤,Bộ Cân,4,,not-available,0,6,0,83,PARTIAL,"hasComponents,hasFormationType,hasSentences"
新,"1,2,3",xīn,Tân,mới,verified,斤,Bộ Cân,,hình thanh,source-backed,3,10,12,,PASS,"hasStrokeCount,hasPdfCandidate"
日,"1,2,3",rì,Nhật,mặt trời,verified,日,Bộ Nhật,,,not-available,0,16,12,,PASS,"hasStrokeCount,hasComponents,hasFormationType,hasPdfCandidate"
旧,"1,3",jiù,Cựu,cũ,verified,丨,"Bộ Thụ, Cổn",5,,not-available,2,6,5,,PASS,"hasFormationType,hasPdfCandidate"
早,"1,2",zǎo,Tảo,sớm,verified,日,Bộ Nhật,6,hình thanh,source-backed,2,8,12,591,PASS,
是,"1,2,3",shì,Thị,là,not-found,旦,,,hình thanh,source-backed,2,15,12,663,PARTIAL,"hasRadical,hasStrokeCount"
晚,1,wǎn,Vãn,muộn,verified,日,Bộ Nhật,11,hình thanh,source-backed,2,9,12,,PASS,hasPdfCandidate
最,"1,2,3",zuì,Tối,nhất,not-found,冃,,,hình thanh,source-backed,2,6,12,,PARTIAL,"hasRadical,hasStrokeCount,hasPdfCandidate"
月,1,yuè,Nguyệt,Tháng,verified,月,"Bộ Nguyệt,Nhục",4,,not-available,0,6,12,,PASS,"hasComponents,hasFormationType,hasPdfCandidate"
有,"1,2,3",yǒu,Hữu,có,verified,又,Bộ Hựu,,,not-available,2,20,12,312,PASS,"hasStrokeCount,hasFormationType"
本,"1,2,3",běn,Bản,một từ để đo sách,verified,木,Bộ Mộc,,,not-available,2,13,12,"5,27",PASS,"hasStrokeCount,hasFormationType"
束,"1,3",shù,Thút,"bó, chùm",verified,木,Bộ Mộc,7,,not-available,0,6,5,694,PASS,"hasComponents,hasFormationType"
条,"1,2,3",tiáo,Điều,dải,verified,木,Bộ Mộc,7,,not-available,2,9,12,,PASS,"hasFormationType,hasPdfCandidate"
来,"1,2,3",lái,Lai,đến,not-found,,,,,not-available,0,20,12,,PARTIAL,"hasRadical,hasStrokeCount,hasComponents,hasFormationType,hasPdfCandidate"
杯,"1,2",bēi,Bôi,cái cốc,verified,木,Bộ Mộc,8,hình thanh,source-backed,2,6,12,,PASS,hasPdfCandidate
树,"1,3",shù,Thụ,cây,verified,木,Bộ Mộc,,hình thanh,source-backed,2,6,12,,PASS,"hasStrokeCount,hasPdfCandidate"
棒,1,bàng,Vổng,tuyệt vời,verified,木,Bộ Mộc,12,hình thanh,source-backed,2,6,5,,PASS,hasPdfCandidate
楼,"1,2,3",lóu,Lầu,tòa nhà,verified,木,Bộ Mộc,,hình thanh,source-backed,2,7,12,,PASS,"hasStrokeCount,hasPdfCandidate"
次,"1,2,3",cì,Thứ,lần,verified,二,Bộ Nhị,,,not-available,2,8,12,705,PASS,"hasStrokeCount,hasFormationType"
歌,1,gē,Ca,bài hát,verified,欠,Bộ Khiếm,14,hình thanh,source-backed,2,8,12,,PASS,hasPdfCandidate
正,"1,2,3",zhèng,Chính,chính xác,not-found,◎,,,,not-available,2,9,12,111,PARTIAL,"hasRadical,hasStrokeCount,hasFormationType"
死,"1,3",sǐ,Phơi / Tử,chết,verified,歹,Bộ Đãi,6,,not-available,2,6,1,788,PASS,hasFormationType
每,"1,2,3",měi,Dằm / Mỗi,mỗi,not-found,◎,,7,,not-available,2,6,12,412,PARTIAL,"hasRadical,hasFormationType"
比,"1,2,3",bǐ,Tỉ,so sánh,verified,人,Bộ Nhân,,,not-available,2,9,12,710,PASS,"hasStrokeCount,hasFormationType"
毛,"1,2,3",máo,Mao,mao,verified,毛,Bộ Mao,,,not-available,0,8,8,393,PASS,"hasStrokeCount,hasComponents,hasFormationType"
水,"1,2,3",shuǐ,Héo / Thuỷ,nước,verified,水,Bộ Thủy,,,not-available,0,12,12,695,PASS,"hasStrokeCount,hasComponents,hasFormationType"
汗,1,hàn,,mồ hôi,verified,氵,Bộ Thủy,6,hình thanh,source-backed,2,6,0,,PARTIAL,"hasHanViet,hasSentences,hasPdfCandidate"
没,"1,3",méi,Mớ / Một,không có,verified,氵,Bộ Thủy,,,not-available,3,12,12,416,PASS,"hasStrokeCount,hasFormationType"
洗,"1,2,3",xǐ,Tẩy,rửa,verified,氵,Bộ Thủy,,hình thanh,source-backed,2,7,11,610,PASS,hasStrokeCount
浅,1,qiǎn,Thiển,nông,verified,氵,Bộ Thủy,9,hình thanh,source-backed,2,6,4,,PASS,hasPdfCandidate
深,"1,3",shēn,Thâm,sâu,verified,氵,Bộ Thủy,11,hình thanh,source-backed,2,7,12,,PASS,hasPdfCandidate
