char,tier,status,inputForm,mainForm,radicalName,kangxiNo,resolutionType,source
藊,C,not-resolved,,,,,not-resolved,data/chars/85CA.json
藋,C,not-resolved,,,,,not-resolved,data/chars/85CB.json
藏,A,resolved,艹,艸,Bộ Thảo,140,record-radical,data/chars/85CF.json
藐,C,not-resolved,,,,,not-resolved,data/chars/85D0.json
藒,B,resolved,艹,艸,Bộ Thảo,140,record-radical,data/chars/85D2.json
藓,B,resolved,艹,艸,Bộ Thảo,140,record-radical,data/chars/85D3.json
藕,B,resolved,艹,艸,Bộ Thảo,140,record-radical,data/chars/85D5.json
藘,B,resolved,艹,艸,Bộ Thảo,140,record-radical,data/chars/85D8.json
藙,C,not-resolved,,,,,not-resolved,data/chars/85D9.json
藚,C,not-resolved,,,,,not-resolved,data/chars/85DA.json
藜,B,resolved,艹,艸,Bộ Thảo,140,record-radical,data/chars/85DC.json
藟,C,not-resolved,,,,,not-resolved,data/chars/85DF.json
藠,C,not-resolved,,,,,not-resolved,data/chars/85E0.json
藤,A,resolved,艹,艸,Bộ Thảo,140,record-radical,data/chars/85E4.json
藦,C,not-resolved,,,,,not-resolved,data/chars/85E6.json
藨,B,resolved,艹,艸,Bộ Thảo,140,record-radical,data/chars/85E8.json
藩,B,resolved,艹,艸,Bộ Thảo,140,record-radical,data/chars/85E9.json
藳,C,not-resolved,,,,,not-resolved,data/chars/85F3.json
藴,C,not-resolved,,,,,not-resolved,data/chars/85F4.json
藻,A,resolved,艹,艸,Bộ Thảo,140,record-radical,data/chars/85FB.json
藾,C,not-resolved,,,,,not-resolved,data/chars/85FE.json
藿,B,resolved,艹,艸,Bộ Thảo,140,record-radical,data/chars/85FF.json
蘁,C,not-resolved,,,,,not-resolved,data/chars/8601.json
蘅,B,resolved,艹,艸,Bộ Thảo,140,record-radical,data/chars/8605.json
蘑,A,resolved,艹,艸,Bộ Thảo,140,record-radical,data/chars/8611.json
蘖,B,resolved,木,木,Bộ Mộc,75,record-radical,data/chars/8616.json
蘗,C,not-resolved,,,,,not-resolved,data/chars/8617.json
蘘,B,resolved,艹,艸,Bộ Thảo,140,record-radical,data/chars/8618.json
蘝,C,not-resolved,,,,,not-resolved,data/chars/861D.json
蘧,B,resolved,艹,艸,Bộ Thảo,140,record-radical,data/chars/8627.json
蘩,B,resolved,艹,艸,Bộ Thảo,140,record-radical,data/chars/8629.json
蘵,B,resolved,艹,艸,Bộ Thảo,140,record-radical,data/chars/8635.json
蘸,C,not-resolved,,,,,not-resolved,data/chars/8638.json
蘻,C,not-resolved,,,,,not-resolved,data/chars/863B.json
蘼,B,resolved,艹,艸,Bộ Thảo,140,record-radical,data/chars/863C.json
虀,C,not-resolved,,,,,not-resolved,data/chars/8640.json
虍,B,resolved,虍,虍,Bộ Hô,141,self-radical,radical_learning_notes.json
虎,A,resolved,虍,虍,Bộ Hô,141,record-radical,data/chars/864E.json
虏,A,resolved,力,力,Bộ Lực,19,record-radical,data/chars/864F.json
虐,C,not-resolved,,,,,not-resolved,data/chars/8650.json
虑,A,resolved,心,心,Bộ Tâm,61,record-radical,data/chars/8651.json
虒,C,not-resolved,,,,,not-resolved,data/chars/8652.json
虓,C,not-resolved,,,,,not-resolved,data/chars/8653.json
虔,C,not-resolved,,,,,not-resolved,data/chars/8654.json
虖,C,not-resolved,,,,,not-resolved,data/chars/8656.json
虗,C,not-resolved,,,,,not-resolved,data/chars/8657.json
虘,C,resolved,虍,虍,Bộ Hô,141,record-radical,data/chars/8658.json
虚,C,not-resolved,,,,,not-resolved,data/chars/865A.json
虞,B,resolved,虍,虍,Bộ Hô,141,record-radical,data/chars/865E.json
虡,C,not-resolved,,,,,not-resolved,data/chars/8661.json
虢,C,not-resolved,,,,,not-resolved,data/chars/8662.json
虣,C,not-resolved,,,,,not-resolved,data/chars/8663.json
虥,C,not-resolved,,,,,not-resolved,data/chars/8665.json
虩,C,not-resolved,,,,,not-resolved,data/chars/8669.json
虫,A,resolved,虫,虫,Bộ Trùng,142,self-radical,radical_learning_notes.json
虬,C,not-resolved,,,,,not-resolved,data/chars/866C.json
虮,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/866E.json
虰,C,not-resolved,,,,,not-resolved,data/chars/8670.json
虱,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/8671.json
虷,C,not-resolved,,,,,not-resolved,data/chars/8677.json
虹,A,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/8679.json
虺,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/867A.json
虻,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/867B.json
虼,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/867C.json
虽,A,resolved,口,口,Bộ Khẩu,30,record-radical,data/chars/867D.json
虾,A,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/867E.json
虿,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/867F.json
蚀,C,not-resolved,,,,,not-resolved,data/chars/8680.json
蚁,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/8681.json
蚂,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/8682.json
蚃,C,not-resolved,,,,,not-resolved,data/chars/8683.json
蚆,C,not-resolved,,,,,not-resolved,data/chars/8686.json
蚈,C,not-resolved,,,,,not-resolved,data/chars/8688.json
蚉,C,not-resolved,,,,,not-resolved,data/chars/8689.json
蚊,A,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/868A.json
蚋,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/868B.json
蚌,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/868C.json
蚍,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/868D.json
蚓,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/8693.json
蚔,C,not-resolved,,,,,not-resolved,data/chars/8694.json
蚕,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/8695.json
蚖,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/8696.json
蚜,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/869C.json
蚝,C,not-resolved,,,,,not-resolved,data/chars/869D.json
蚡,C,not-resolved,,,,,not-resolved,data/chars/86A1.json
蚣,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/86A3.json
蚤,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/86A4.json
蚦,C,not-resolved,,,,,not-resolved,data/chars/86A6.json
蚧,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/86A7.json
蚨,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/86A8.json
蚩,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/86A9.json
蚪,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/86AA.json
蚬,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/86AC.json
蚯,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/86AF.json
蚰,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/86B0.json
蚱,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/86B1.json
蚳,C,not-resolved,,,,,not-resolved,data/chars/86B3.json
蚴,C,not-resolved,,,,,not-resolved,data/chars/86B4.json
蚵,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/86B5.json
蚶,C,not-resolved,,,,,not-resolved,data/chars/86B6.json
蚹,C,not-resolved,,,,,not-resolved,data/chars/86B9.json
蚺,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/86BA.json
蚻,C,not-resolved,,,,,not-resolved,data/chars/86BB.json
蚽,C,not-resolved,,,,,not-resolved,data/chars/86BD.json
蚿,C,not-resolved,,,,,not-resolved,data/chars/86BF.json
蛀,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/86C0.json
蛁,C,not-resolved,,,,,not-resolved,data/chars/86C1.json
蛄,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/86C4.json
蛅,C,not-resolved,,,,,not-resolved,data/chars/86C5.json
蛆,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/86C6.json
蛇,A,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/86C7.json
蛉,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/86C9.json
蛊,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/86CA.json
蛋,A,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/86CB.json
蛌,C,not-resolved,,,,,not-resolved,data/chars/86CC.json
蛍,C,not-resolved,,,,,not-resolved,data/chars/86CD.json
蛎,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/86CE.json
蛏,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/86CF.json
蛐,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/86D0.json
蛑,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/86D1.json
蛓,C,not-resolved,,,,,not-resolved,data/chars/86D3.json
蛔,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/86D4.json
蛘,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/86D8.json
蛙,A,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/86D9.json
蛚,C,not-resolved,,,,,not-resolved,data/chars/86DA.json
蛛,A,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/86DB.json
蛜,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/86DC.json
蛞,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/86DE.json
蛟,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/86DF.json
蛡,C,not-resolved,,,,,not-resolved,data/chars/86E1.json
蛣,C,not-resolved,,,,,not-resolved,data/chars/86E3.json
蛤,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/86E4.json
蛧,C,not-resolved,,,,,not-resolved,data/chars/86E7.json
蛩,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/86E9.json
蛭,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/86ED.json
蛮,C,not-resolved,,,,,not-resolved,data/chars/86EE.json
蛰,A,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/86F0.json
蛱,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/86F1.json
蛲,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/86F2.json
蛳,A,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/86F3.json
蛴,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/86F4.json
蛵,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/86F5.json
蛸,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/86F8.json
蛹,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/86F9.json
蛾,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/86FE.json
蜀,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/8700.json
蜂,A,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/8702.json
蜃,A,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/8703.json
蜅,C,not-resolved,,,,,not-resolved,data/chars/8705.json
蜇,A,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/8707.json
蜈,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/8708.json
蜉,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/8709.json
蜊,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/870A.json
蜍,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/870D.json
蜎,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/870E.json
蜐,C,not-resolved,,,,,not-resolved,data/chars/8710.json
蜑,C,not-resolved,,,,,not-resolved,data/chars/8711.json
蜒,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/8712.json
蜓,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/8713.json
蜕,C,not-resolved,,,,,not-resolved,data/chars/8715.json
蜗,A,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/8717.json
蜘,A,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/8718.json
蜚,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/871A.json
蜛,C,not-resolved,,,,,not-resolved,data/chars/871B.json
蜜,A,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/871C.json
蜞,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/871E.json
蜡,A,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/8721.json
蜢,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/8722.json
蜣,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/8723.json
蜥,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/8725.json
蜩,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/8729.json
蜮,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/872E.json
蜯,C,not-resolved,,,,,not-resolved,data/chars/872F.json
蜱,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/8731.json
蜴,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/8734.json
蜷,C,not-resolved,,,,,not-resolved,data/chars/8737.json
蜻,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/873B.json
蜽,C,not-resolved,,,,,not-resolved,data/chars/873D.json
蜾,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/873E.json
蜿,C,not-resolved,,,,,not-resolved,data/chars/873F.json
蝃,C,not-resolved,,,,,not-resolved,data/chars/8743.json
蝄,C,not-resolved,,,,,not-resolved,data/chars/8744.json
蝇,C,not-resolved,,,,,not-resolved,data/chars/8747.json
蝈,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/8748.json
蝉,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/8749.json
蝋,C,not-resolved,,,,,not-resolved,data/chars/874B.json
蝌,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/874C.json
蝍,C,not-resolved,,,,,not-resolved,data/chars/874D.json
蝎,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/874E.json
蝏,C,not-resolved,,,,,not-resolved,data/chars/874F.json
蝐,C,not-resolved,,,,,not-resolved,data/chars/8750.json
蝒,C,not-resolved,,,,,not-resolved,data/chars/8752.json
蝓,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/8753.json
蝗,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/8757.json
蝘,C,not-resolved,,,,,not-resolved,data/chars/8758.json
蝙,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/8759.json
蝛,C,not-resolved,,,,,not-resolved,data/chars/875B.json
蝝,C,not-resolved,,,,,not-resolved,data/chars/875D.json
蝠,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/8760.json
蝣,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/8763.json
蝤,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/8764.json
蝥,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/8765.json
蝮,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/876E.json
蝰,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/8770.json
蝲,C,not-resolved,,,,,not-resolved,data/chars/8772.json
蝳,C,not-resolved,,,,,not-resolved,data/chars/8773.json
蝴,A,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/8774.json
蝶,A,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/8776.json
蝻,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/877B.json
蝼,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/877C.json
蝽,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/877D.json
蝾,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/877E.json
螀,C,not-resolved,,,,,not-resolved,data/chars/8780.json
螂,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/8782.json
螃,A,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/8783.json
螅,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/8785.json
螈,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/8788.json
螉,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/8789.json
螋,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/878B.json
融,A,resolved,鬲,鬲,Bộ Cách,193,record-radical,data/chars/878D.json
螒,C,not-resolved,,,,,not-resolved,data/chars/8792.json
螓,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/8793.json
螗,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/8797.json
螘,C,not-resolved,,,,,not-resolved,data/chars/8798.json
螙,C,not-resolved,,,,,not-resolved,data/chars/8799.json
螚,C,not-resolved,,,,,not-resolved,data/chars/879A.json
螟,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/879F.json
螣,C,not-resolved,,,,,not-resolved,data/chars/87A3.json
螥,C,not-resolved,,,,,not-resolved,data/chars/87A5.json
螨,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/87A8.json
螫,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/87AB.json
螬,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/87AC.json
螭,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/87AD.json
螯,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/87AF.json
螳,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/87B3.json
螵,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/87B5.json
螺,A,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/87BA.json
螽,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/87BD.json
螾,C,not-resolved,,,,,not-resolved,data/chars/87BE.json
蟀,A,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/87C0.json
蟅,C,not-resolved,,,,,not-resolved,data/chars/87C5.json
蟆,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/87C6.json
蟊,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/87CA.json
蟋,A,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/87CB.json
蟏,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/87CF.json
蟑,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/87D1.json
蟒,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/87D2.json
蟓,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/87D3.json
蟛,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/87DB.json
蟜,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/87DC.json
蟟,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/87DF.json
蟠,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/87E0.json
蟢,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/87E2.json
蟥,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/87E5.json
蟨,C,not-resolved,,,,,not-resolved,data/chars/87E8.json
蟪,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/87EA.json
蟭,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/87ED.json
蟮,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/87EE.json
蟳,C,not-resolved,,,,,not-resolved,data/chars/87F3.json
蟷,C,not-resolved,,,,,not-resolved,data/chars/87F7.json
蟹,A,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/87F9.json
蟺,C,not-resolved,,,,,not-resolved,data/chars/87FA.json
蟾,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/87FE.json
蟿,C,not-resolved,,,,,not-resolved,data/chars/87FF.json
蠂,C,not-resolved,,,,,not-resolved,data/chars/8802.json
蠃,C,not-resolved,,,,,not-resolved,data/chars/8803.json
蠉,C,not-resolved,,,,,not-resolved,data/chars/8809.json
蠊,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/880A.json
蠋,C,not-resolved,,,,,not-resolved,data/chars/880B.json
蠎,C,not-resolved,,,,,not-resolved,data/chars/880E.json
蠓,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/8813.json
蠕,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/8815.json
蠖,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/8816.json
蠗,C,not-resolved,,,,,not-resolved,data/chars/8817.json
蠚,C,not-resolved,,,,,not-resolved,data/chars/881A.json
蠛,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/881B.json
蠜,C,not-resolved,,,,,not-resolved,data/chars/881C.json
蠡,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/8821.json
蠢,A,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/8822.json
蠧,C,not-resolved,,,,,not-resolved,data/chars/8827.json
蠩,C,not-resolved,,,,,not-resolved,data/chars/8829.json
蠮,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/882E.json
蠰,C,not-resolved,,,,,not-resolved,data/chars/8830.json
蠲,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/8832.json
蠵,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/8835.json
蠷,C,not-resolved,,,,,not-resolved,data/chars/8837.json
蠸,C,not-resolved,,,,,not-resolved,data/chars/8838.json
蠹,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/8839.json
蠼,B,resolved,虫,虫,Bộ Trùng,142,record-radical,data/chars/883C.json
蠽,C,not-resolved,,,,,not-resolved,data/chars/883D.json
血,A,resolved,血,血,Bộ Huyết,143,self-radical,radical_learning_notes.json
衁,C,not-resolved,,,,,not-resolved,data/chars/8841.json
衄,C,not-resolved,,,,,not-resolved,data/chars/8844.json
衅,A,resolved,血,血,Bộ Huyết,143,record-radical,data/chars/8845.json
衈,C,not-resolved,,,,,not-resolved,data/chars/8848.json
衉,C,not-resolved,,,,,not-resolved,data/chars/8849.json
衋,C,not-resolved,,,,,not-resolved,data/chars/884B.json
行,A,resolved,行,行,Bộ Hành,144,self-radical,radical_learning_notes.json
衍,C,not-resolved,,,,,not-resolved,data/chars/884D.json
衎,C,not-resolved,,,,,not-resolved,data/chars/884E.json
衒,C,not-resolved,,,,,not-resolved,data/chars/8852.json
衔,A,resolved,钅,金,Bộ Kim,167,record-radical,data/chars/8854.json
衖,B,resolved,行,行,Bộ Hành,144,record-radical,data/chars/8856.json
街,A,resolved,行,行,Bộ Hành,144,record-radical,data/chars/8857.json
衙,B,resolved,行,行,Bộ Hành,144,record-radical,data/chars/8859.json
衞,C,not-resolved,,,,,not-resolved,data/chars/885E.json
衟,C,not-resolved,,,,,not-resolved,data/chars/885F.json
衡,C,not-resolved,,,,,not-resolved,data/chars/8861.json
衢,B,resolved,行,行,Bộ Hành,144,record-radical,data/chars/8862.json
衣,A,resolved,衣,衣,Bộ Y,145,self-radical,radical_learning_notes.json
衤,B,resolved,衤,衣,Bộ Y,145,radical-variant,radical_alias_index.json
补,A,resolved,衤,衣,Bộ Y,145,record-radical,data/chars/8865.json
表,A,resolved,毛,毛,Bộ Mao,82,record-radical,data/chars/8868.json
衩,B,resolved,衤,衣,Bộ Y,145,record-radical,data/chars/8869.json
衫,A,resolved,衤,衣,Bộ Y,145,record-radical,data/chars/886B.json
衬,A,resolved,衤,衣,Bộ Y,145,record-radical,data/chars/886C.json
衭,C,not-resolved,,,,,not-resolved,data/chars/886D.json
衮,B,resolved,衣,衣,Bộ Y,145,record-radical,data/chars/886E.json
衰,C,not-resolved,,,,,not-resolved,data/chars/8870.json
衲,B,resolved,衤,衣,Bộ Y,145,record-radical,data/chars/8872.json
衵,C,not-resolved,,,,,not-resolved,data/chars/8875.json
衷,C,not-resolved,,,,,not-resolved,data/chars/8877.json
衹,B,resolved,衤,衣,Bộ Y,145,record-radical,data/chars/8879.json
衽,B,resolved,衤,衣,Bộ Y,145,record-radical,data/chars/887D.json
衾,B,resolved,衣,衣,Bộ Y,145,record-radical,data/chars/887E.json
衿,B,resolved,衤,衣,Bộ Y,145,record-radical,data/chars/887F.json
袁,C,not-resolved,◎,,,,not-resolved,data/chars/8881.json
袂,B,resolved,衤,衣,Bộ Y,145,record-radical,data/chars/8882.json
袄,B,resolved,衤,衣,Bộ Y,145,record-radical,data/chars/8884.json
袅,A,resolved,衣,衣,Bộ Y,145,record-radical,data/chars/8885.json
袆,C,not-resolved,,,,,not-resolved,data/chars/8886.json
袈,B,resolved,衣,衣,Bộ Y,145,record-radical,data/chars/8888.json
袋,A,resolved,衣,衣,Bộ Y,145,record-radical,data/chars/888B.json
袍,C,not-resolved,,,,,not-resolved,data/chars/888D.json
袒,B,resolved,衤,衣,Bộ Y,145,record-radical,data/chars/8892.json
袖,A,resolved,衤,衣,Bộ Y,145,record-radical,data/chars/8896.json
袗,C,not-resolved,,,,,not-resolved,data/chars/8897.json
袚,C,not-resolved,,,,,not-resolved,data/chars/889A.json
袜,A,resolved,衤,衣,Bộ Y,145,record-radical,data/chars/889C.json
袟,B,resolved,衤,衣,Bộ Y,145,record-radical,data/chars/889F.json
袢,B,resolved,衤,衣,Bộ Y,145,record-radical,data/chars/88A2.json
袤,B,resolved,衣,衣,Bộ Y,145,record-radical,data/chars/88A4.json
袪,C,not-resolved,,,,,not-resolved,data/chars/88AA.json
被,A,resolved,衤,衣,Bộ Y,145,record-radical,data/chars/88AB.json
袭,C,not-resolved,龙,,,,not-resolved,data/chars/88AD.json
袮,C,not-resolved,尔,,,,not-resolved,data/chars/88AE.json
袯,B,resolved,衤,衣,Bộ Y,145,record-radical,data/chars/88AF.json
袱,C,not-resolved,,,,,not-resolved,data/chars/88B1.json
袲,C,not-resolved,,,,,not-resolved,data/chars/88B2.json
袷,B,resolved,衤,衣,Bộ Y,145,record-radical,data/chars/88B7.json
袺,C,not-resolved,,,,,not-resolved,data/chars/88BA.json
袼,B,resolved,衤,衣,Bộ Y,145,record-radical,data/chars/88BC.json
袽,C,not-resolved,,,,,not-resolved,data/chars/88BD.json
袿,C,not-resolved,,,,,not-resolved,data/chars/88BF.json
裀,C,not-resolved,,,,,not-resolved,data/chars/88C0.json
裁,C,not-resolved,,,,,not-resolved,data/chars/88C1.json
裂,A,resolved,衣,衣,Bộ Y,145,record-radical,data/chars/88C2.json
装,A,resolved,衣,衣,Bộ Y,145,record-radical,data/chars/88C5.json
裆,B,resolved,衤,衣,Bộ Y,145,record-radical,data/chars/88C6.json
裇,B,resolved,衤,衣,Bộ Y,145,record-radical,data/chars/88C7.json
裈,C,not-resolved,,,,,not-resolved,data/chars/88C8.json
裉,B,resolved,衤,衣,Bộ Y,145,record-radical,data/chars/88C9.json
裋,C,not-resolved,,,,,not-resolved,data/chars/88CB.json
裍,C,not-resolved,,,,,not-resolved,data/chars/88CD.json
裎,C,not-resolved,,,,,not-resolved,data/chars/88CE.json
裒,B,resolved,衣,衣,Bộ Y,145,record-radical,data/chars/88D2.json
裔,C,not-resolved,冏,,,,not-resolved,data/chars/88D4.json
裕,A,resolved,衤,衣,Bộ Y,145,record-radical,data/chars/88D5.json
裘,A,resolved,衣,衣,Bộ Y,145,record-radical,data/chars/88D8.json
